cid_model,pid_model
142682,9535
152780,9763
156643,10321
17302,9758
180920,9318
176054,1572
117799,11302
70330,16939
116287,4995
19589,15510
44355,13975
97771,651
101402,8515
90456,12966
44355,17111
127865,12887
117229,17918
75889,12544
74153,17062
63684,12068
17302,15524
169866,14894
118667,14328
48235,14354
55003,15757
37709,13106
48235,13401
118667,9888
173752,2328
169866,17655
28229,18184
66800,9452
29703,15829
85093,8816
173996,16939
127865,1376
55003,3016
113974,5666
108028,9932
104346,13944
16896,1353
74355,17042
151268,7038
8970,9993
51159,4306
4417,3121
181989,17943
32723,12846
128041,15760
111931,17819
68195,9942
31493,16162
158490,15288
103240,15755
17302,11054
68195,7479
142682,1200
15880,7672
55003,12136
16896,10232
160027,12712
36777,539
62482,17938
169866,14761
48235,1334
169581,6319
164353,17231
137311,11712
77993,6835
132740,12784
177065,14711
120851,919
156097,3192
63684,8595
118667,1610
10558,15649
9449,9039
37411,10260
124784,11346
128041,16716
4822,7508
165979,9117
158503,11538
158490,15494
56963,9835
123369,17093
80045,18022
91173,13349
80233,2473
128164,17169
131279,14776
116287,493
42369,18242
180920,10151
180920,11569
74153,12110
182827,18084
57893,3953
6606,4428
80233,6987
117392,5528
91173,7273
60530,928
164036,4243
176251,17526
68195,9463
16057,13359
75889,5497
17315,4411
179940,14871
118044,11031
59499,11555
165979,7542
4822,17167
27963,11783
173752,12911
886,7241
103112,11024
17302,97
32896,3012
52695,1338
21912,9991
152780,9401
101402,7484
11931,18152
1083,1338
179600,9532
19589,2855
143122,4167
169581,12067
90456,16136
168763,11610
9995,10764
117392,2178
116168,16568
56121,10093
81597,8254
74153,15721
115872,4792
127865,277
12061,8973
97096,15701
74779,2316
88743,5446
128164,17543
9449,4419
139448,15994
179940,4253
158503,11931
74153,1822
180767,111
156097,4192
126095,2792
146575,6868
11931,10319
133163,3121
92860,17317
19589,3413
154485,6664
165979,1736
17302,5751
82408,1330
120851,7374
164680,18017
167414,2478
167414,9079
164036,7893
61325,8420
154485,14792
123369,6726
36777,5171
63684,2152
147893,13567
12508,8102
121597,5999
146058,8684
101402,12116
108028,8622
60530,6681
116287,947
6511,4073
117392,9483
124784,8259
156097,1541
65585,5046
182827,14183
177065,4452
73011,6664
150372,16883
153625,8097
8970,16773
115988,15366
76594,6682
90456,1179
37411,11814
90456,11527
21912,17143
147969,1174
9300,1305
173920,7968
147969,3296
115872,11715
151008,3883
17302,12069
17315,8559
37411,1518
8970,6864
53896,5885
76594,15371
55003,14924
60530,7297
161127,16956
28058,11995
179567,4596
886,15196
177065,6021
71668,14244
139582,14275
104346,426
146488,3048
16057,7551
31493,221
61180,7875
19589,110
161127,5343
133183,4216
66704,1784
24340,807
60530,7211
102070,10648
51110,17112
97096,2980
6511,8903
120851,17919
179940,2284
4417,3198
54770,15073
886,11419
58447,16966
145654,71
53584,10051
116168,11656
65424,9001
74779,12908
29703,14544
70330,4562
58259,8139
89934,17467
56963,12889
57815,18132
32896,12702
130461,5077
139785,16575
10490,6865
97995,749
82408,706
127865,9938
72731,3578
6952,17435
31718,6992
60840,13633
99161,13021
9300,13033
31493,10778
116391,10225
80045,14712
32890,2545
620,713
116287,5580
57893,17134
11931,1026
11931,91
147815,7698
78862,15316
173996,17386
108028,8448
28229,9422
88743,1319
92217,15541
179567,3479
32890,14597
59499,6721
17583,6907
56121,6679
127865,18027
55003,14260
141042,6034
152780,13178
19436,8338
182827,7321
115872,2536
4606,6905
32662,14983
4606,15167
169866,12743
94897,11220
85089,11208
105545,5696
128164,2366
118203,2714
56416,13679
20033,15876
165979,13416
57822,2934
77993,12813
127685,8280
18101,8455
151325,13929
4822,15175
31718,13674
15880,5082
140540,14170
85089,2573
76594,1659
141042,11766
146163,17706
58259,13451
119522,9943
121711,15625
6952,13055
178121,3021
5425,12271
166151,17309
4606,4247
111016,14674
9400,1223
119536,3784
43621,5297
134046,6953
127422,3559
75889,11067
9995,18188
10558,4795
31718,14249
79963,1181
620,5469
96032,14465
79963,16843
104856,13508
79645,6733
168763,14488
65585,4402
164036,15938
111931,7020
144522,15717
128864,4727
51159,10465
60295,9437
137311,6022
21912,7655
168763,18021
29458,18271
144707,15616
136269,13992
62970,7584
150372,17864
36777,1718
151268,2577
19589,9078
182827,17841
65424,13672
103240,7114
177065,3845
179600,509
4387,17435
118203,16276
62482,2519
55003,16507
27963,7349
146488,5053
79645,11783
886,17629
164680,17530
60840,17381
144825,13227
62970,103
12508,1704
142682,6508
25558,1821
4822,277
104856,15745
53511,7278
182827,4145
7108,15107
23127,16873
167414,1584
179567,9389
88743,17254
101402,889
176054,15224
117229,15749
111931,13816
66704,2014
53511,18021
120935,656
51110,3810
4822,5899
17302,10146
169866,13481
127422,13239
136269,3827
133163,17014
58259,12943
11931,8630
10558,4617
38782,10987
146058,7546
121711,2686
117229,11798
128041,14436
7845,14747
70330,9784
38782,7266
12061,9952
165885,4772
176563,15260
117392,16395
116168,515
75325,17323
104856,15567
121711,251
26085,14559
156097,1293
104856,7604
56963,8836
37411,18147
28058,18136
9449,6152
70330,13708
82408,9121
176563,11854
51159,7553
75325,9763
9400,4508
116168,10046
74779,10528
69552,13311
18087,3900
4417,15125
174805,1124
32890,619
153625,12551
103240,1334
56449,7797
57893,3740
97096,8993
52228,7398
164036,3728
4387,838
4822,14278
156643,10981
18101,1183
156643,10991
73011,3154
75325,16773
156643,793
32723,14068
127685,8124
31493,8518
133163,13608
79918,7762
52695,3948
176054,17923
146575,9658
104346,7438
36777,5843
130461,9683
66704,12421
74153,15957
134579,14150
115872,3296
54802,16274
118044,7224
24340,10183
113974,11171
38336,14883
99161,13080
9449,4140
177065,17926
113974,11924
57815,6746
78862,5935
151008,2529
78862,5343
180920,15961
57822,14741
60840,13616
143122,7711
68527,1908
113974,1531
4387,8238
165885,7958
160027,17774
165979,14128
85093,16644
127685,11673
99161,13897
168763,9964
116391,13123
69552,10614
173747,17370
29458,17284
20033,12731
32723,15635
85089,11253
60530,12863
130461,14545
144707,12130
42865,15214
9995,1504
8970,1993
176054,15096
167414,1531
166151,4419
60295,6260
146488,12248
27376,15073
180767,8112
134046,17167
70330,17468
144522,2953
4417,688
4606,10530
20033,5433
126095,9086
139582,17808
179600,15456
151268,4735
118044,2524
146163,13403
26085,8753
58259,7190
133163,10707
158490,3997
31493,3050
140540,18294
168538,3567
128041,16104
9300,8363
115872,6579
117026,5549
27963,2058
9300,3143
17315,9192
16057,10470
117229,4280
102070,11457
70330,14019
174805,6766
28058,16885
167015,2406
57893,365
6511,2228
36777,12305
9449,9511
89934,11637
176251,7438
156097,7911
21004,5261
120935,10546
166151,4330
66800,12573
21004,16192
27376,13860
60530,14540
15880,6105
168763,11093
118044,4617
61583,12879
38336,7973
43621,7719
6511,13774
23127,8000
32723,4207
6511,17815
91059,1677
147815,16795
167015,18047
135479,227
124784,13610
4822,15875
18101,9366
52228,13083
180767,11522
57822,14212
127422,7613
57815,8869
9449,7940
102228,4560
142682,16946
118203,11305
119522,8355
60840,15191
113974,211
158503,1205
52228,16530
16896,11445
68527,4682
65585,10815
9300,12999
124784,15876
180767,838
74779,6570
29458,5198
144522,5730
70330,10791
42865,6777
159403,10501
156643,13816
164680,13456
32896,6942
23969,17853
178121,16432
117229,16201
27963,2769
56449,15901
133183,5566
146488,355
92217,17114
31493,4772
37709,16069
116168,7920
55003,17566
92217,3912
72731,15841
143122,16673
173747,16978
37661,11456
146575,6260
9995,2042
79645,10097
103112,5992
27963,12269
118044,7680
79963,14983
111931,3928
176054,17267
90456,16051
21912,13587
91173,476
61239,14773
74153,17017
60840,545
119536,3546
53896,4973
77238,17160
28058,11806
5427,10931
85089,16407
57893,15995
72731,17612
173747,15235
177065,6689
128864,754
179940,8048
173752,1557
68527,13517
42865,11655
127865,9909
5425,14606
147815,8000
57815,4419
132740,427
144825,5200
65424,12044
106501,1669
117392,7893
5427,15989
131279,4895
90456,3974
179567,17312
147815,11672
101402,4905
61583,16877
151325,8468
111016,4730
81597,5283
169866,3857
126095,10417
146163,17141
78862,16668
154485,6628
156097,13843
103112,13993
26808,7963
75325,7897
92217,6518
117026,13890
75889,8779
9300,2245
26085,6991
82408,11574
126095,9050
97995,8795
144522,15330
64576,6360
179940,16279
620,17931
165979,15377
20033,18124
76594,13437
66800,9168
77993,12736
146058,9593
151268,6152
135534,9934
70330,12182
42865,14372
128041,9464
62482,16669
57893,13286
144825,5482
104856,11795
102070,5235
68195,13266
108028,6346
856,10699
174610,17845
173920,1774
56449,15184
57815,6354
9300,9384
164084,16216
27376,15879
126095,4436
61180,18287
57822,3740
92860,8498
28229,9584
117026,6207
108028,3051
31718,8120
151008,13144
118203,11551
115988,12733
44355,8683
72731,4791
173920,8689
57893,12600
4417,5708
103112,8533
43621,10133
8970,4232
144707,6521
886,4286
147815,3161
104856,13930
128164,3660
61180,10351
141042,15819
9449,9734
42865,1232
10558,17242
118203,12605
176563,9828
68527,11038
11931,17277
144825,7725
61180,3426
156643,11391
53896,8011
180767,13428
121711,13972
135534,10119
17583,4890
31493,15540
180767,8502
128041,14036
79918,18161
16896,16609
61180,10807
176054,10203
42369,16119
135479,17022
136269,3293
121597,5885
116287,17812
117392,3574
169866,8309
144707,11059
53584,4601
8970,2932
26808,8356
103240,12913
51110,9596
71668,7123
38782,1443
81597,15090
61583,12041
16896,9920
158503,1463
53511,14555
144707,2477
165885,9473
28058,11139
61180,15035
111016,9865
119536,11163
119522,7639
176563,16006
37661,12409
74153,12767
80045,9198
141303,17960
142682,16672
111016,3721
57893,1732
156643,10038
119536,6341
76594,6481
75889,12091
5427,13508
128864,11697
51110,1433
131279,16395
118044,9830
144707,1952
68527,13125
116168,16408
6952,16068
111016,2678
156097,8139
133183,805
47250,2271
127685,17590
156643,7578
25558,11024
16057,1182
125625,16511
32662,7246
54770,7188
64576,386
5425,2819
153625,8200
60840,4343
123369,9899
159403,11855
143122,6597
66800,1129
66704,8774
76594,11260
174610,9831
169321,1988
152780,5055
132740,602
137311,6320
43621,17024
104346,2752
53511,8314
31493,4970
159403,4954
16057,4970
158503,14003
144707,16512
9300,13941
63684,17095
118667,1697
8970,12724
176251,11132
17302,5387
85089,2384
4417,4746
131279,7573
153625,17432
120935,6670
77238,15162
5427,4926
178121,1517
75889,7810
32896,15129
80233,3942
179940,1260
54770,14854
38336,11348
65585,14755
180767,4151
137311,6153
32723,10586
119522,13729
128864,692
91059,10406
56416,14209
6511,11041
43143,1208
130461,1297
116168,11889
28058,140
127685,8134
168538,9455
60530,4562
173747,14595
104856,12081
164353,16483
19589,7445
5427,129
127422,10462
9995,8439
68527,17023
146163,12421
147815,15500
120851,15098
128164,10510
130461,2228
71668,11858
154485,11581
66800,12164
61583,8972
52228,5421
79645,3679
164036,1384
127685,14745
48235,13686
61180,988
127865,1396
106501,11364
53584,9992
121711,15376
11931,2671
141303,4515
65424,6001
57822,14488
37411,17779
117229,16957
36777,3947
24340,7661
146058,17220
147815,7441
21912,18209
176251,1258
116287,1168
111016,15452
94897,11207
886,17048
104346,7873
164036,9753
38782,2408
154485,2962
27376,11047
43621,14008
97995,11155
158490,18106
64576,12513
177065,5444
61325,7664
36777,14225
31718,837
117799,4764
59499,15608
21004,7644
4606,8842
152780,5783
152780,6574
97995,3401
620,17791
53584,2248
120851,5751
146575,16619
113974,17100
92860,14947
140540,5768
29458,1257
133163,6175
66800,1572
117392,16512
130461,5260
173920,4343
27963,3152
16896,12244
160027,6034
124784,17191
38336,11393
43143,15889
32890,5767
71668,423
1083,12356
102070,12747
7845,8502
31493,14078
50492,14835
119536,16991
51159,13935
164084,5151
88743,11732
167015,3380
119522,5746
117392,10081
145654,10228
168763,14193
52228,7655
154485,5740
31718,17460
141303,3854
96032,17984
79918,18045
97995,11695
37411,16012
27963,261
151325,13050
180920,7266
169581,11577
174610,3942
58259,7294
38336,14744
25558,16534
136269,10884
156643,14598
117026,10606
139448,9135
117229,9389
146575,8699
6511,4519
178121,8173
164680,6720
79918,3639
144707,471
24340,8744
179600,13234
56449,4019
179600,5083
79963,17369
151008,1215
74153,989
21004,10107
144825,9396
80045,7234
158503,13387
144825,11608
118044,11595
4387,17721
76594,10774
132740,1114
115988,7888
43143,8178
56416,6014
56416,10646
135534,5450
139785,12863
146163,7785
121597,5010
179600,7513
70330,12517
146163,15219
53896,7498
16057,11357
4387,17892
167414,6976
97096,9314
51159,467
60840,13875
6606,17762
57815,4824
32723,2568
113974,3229
38336,1565
167414,11574
4606,3841
127422,16624
60530,11264
15007,9468
133183,12176
75325,3843
151325,886
20033,6616
144522,16808
120935,10687
32890,15044
57893,15986
167015,16374
37411,13278
620,15629
43143,16367
81597,3084
103240,1092
77238,1427
52228,3957
136269,12959
65424,12106
10490,16585
106681,6236
143122,2778
152780,11679
90456,14061
74153,13661
26085,3663
159403,655
65424,10646
159403,15602
119522,7403
72731,10256
1083,7510
57815,1039
182827,3385
77993,5783
5427,4160
19436,5950
9300,13322
70330,1534
4387,13983
119522,16835
167015,13925
94897,634
134046,6139
65424,3050
167015,12723
53511,148
173752,5203
19436,6741
56963,17722
61583,10119
56963,8633
119536,16645
57893,9935
97995,14486
118203,8491
18087,4940
176563,8503
25558,16141
7108,2524
144825,17173
43621,7494
18087,5239
103112,18130
125625,14033
32662,16858
56963,14244
69552,9810
97771,9145
101402,5960
52228,12697
27963,7732
161127,9954
144825,17129
60530,7519
37709,602
135534,18291
20033,2915
153625,539
53584,7615
4387,12767
128041,11875
177065,5596
166151,12719
37709,5113
123369,10777
4822,4613
56449,5433
21004,16338
74153,15073
19589,7529
164036,8784
9449,7789
147969,9200
66704,2887
170564,8116
124784,15596
147969,12915
144707,7592
97771,13008
44355,14973
117229,5756
62970,8895
127685,13656
92860,1157
54770,9111
119536,6383
173996,7016
146058,18169
7108,6735
143122,4404
69552,5872
6511,18224
174610,12458
10558,14780
165979,7786
104346,16278
32723,5816
75325,1655
99161,2157
132740,4968
101402,8694
5425,1290
150372,11769
58447,4324
154485,7896
133163,17055
147815,5520
61180,7999
147969,348
181989,8340
36777,1396
137311,6884
23127,10707
179600,4323
126095,13624
127685,15380
620,15209
117799,3262
53896,4467
111931,3546
53584,17831
160027,1950
125625,13826
78862,14740
105545,950
59499,7810
173996,15762
56416,11659
7108,16597
886,715
121597,12250
17583,10184
886,17540
121597,9685
92217,142
141303,14124
7108,7504
18087,3614
32896,11887
77993,14221
58447,4866
139448,10243
20033,10550
170564,1950
9300,15835
20033,16192
94897,4702
97771,9928
7108,16842
97771,13029
77993,8146
165979,8770
75889,11450
52228,8337
12061,12465
64576,4702
16896,11493
113974,14876
68195,9336
6952,8615
18101,7635
165885,16827
128864,10146
21912,14066
66704,9109
75325,6008
131279,5251
103112,15160
27963,1882
164084,11372
147969,9546
126649,17132
4417,16051
173996,11517
102228,9173
120851,10860
20033,261
118667,3629
12061,17594
64576,17329
128041,17477
127685,17950
17302,2934
856,14597
115988,3369
6606,7100
105545,16618
75889,16994
143122,12663
147969,6928
166151,161
15007,7057
5427,8648
70330,3407
147969,11343
74779,7101
37661,17096
147893,2220
85093,4054
56121,18305
42865,8853
117392,5128
28058,17439
7845,6695
23127,656
128041,17585
144825,2710
18087,10676
154485,16708
75889,13391
97096,10066
140540,8659
57893,1286
12061,15750
139448,12070
1083,7161
21004,1262
53511,6021
80233,17477
135534,1775
37709,9958
150372,7810
58259,12427
139785,5582
69552,15361
42865,986
58259,16732
140540,13225
5427,10216
10490,2666
71668,7343
20033,13556
6511,18126
143122,7043
115988,760
79918,4926
16057,725
146058,14903
60840,13670
120851,15725
169321,16065
66704,13339
88743,11516
181989,13442
111931,234
118044,12494
8970,1095
15880,11885
118044,2804
104346,13701
115872,14997
179940,5186
72731,14975
115988,5634
117392,11055
96032,8498
128164,7509
119522,729
115872,1496
78862,4916
108028,16991
117229,12305
61325,16825
124784,5643
105545,16317
178121,9218
125625,827
101402,16619
116391,12484
113974,4623
147815,14387
28229,3175
96032,8225
72731,13846
77238,5378
20033,4787
60840,13464
51110,12602
81597,10778
23127,11632
134046,2166
18087,1353
158503,8177
75889,10344
10558,3604
176251,2992
26085,5178
4417,2765
135534,3504
52228,6617
9300,6873
10490,5211
61583,6504
101402,13150
91059,4657
102228,790
38336,13499
9449,15851
119522,8384
75889,18288
32723,9458
71668,11504
16896,10414
58259,8694
118044,3239
176563,16111
77993,13962
174610,9969
140540,15601
19589,8950
4822,16887
62970,15612
54802,8590
127685,13054
174805,12886
174610,12177
179600,7152
108028,4114
99161,14823
65585,7038
144707,11879
47250,13434
161127,274
170564,16296
161127,2524
42865,12814
57822,14499
133183,6388
52695,2617
117026,11766
42369,5356
80233,12141
174610,4860
97995,10650
9995,11388
36777,16609
123369,10952
170564,2091
68195,15184
53896,5295
17315,2953
128864,16954
65585,14129
64576,10107
168538,10031
23127,6534
60530,3139
74153,7284
6606,3645
61180,15317
141042,8302
63684,13687
57822,8065
89934,12194
25558,13284
36777,865
61180,15915
101402,9125
60840,14076
120851,11711
111931,10520
62482,11253
64576,11368
52695,13335
120851,1217
117229,9339
27963,15304
177065,17938
111016,6207
115988,2225
119536,11824
126649,17065
60530,12562
24340,1289
120404,7544
115988,1435
97771,5408
180920,13351
77993,5357
113974,570
120404,6846
85093,9643
118667,4400
31718,7307
61239,16963
135479,17585
4387,14549
47250,12136
176251,16506
80045,13755
74355,11219
159403,6154
23127,3335
174805,14227
121711,9502
52695,17940
27376,9039
61325,16632
170564,277
47250,5986
117392,7998
170564,1179
164084,8264
57822,13088
173752,18099
21004,10407
66800,13929
17302,17694
133183,3086
99161,644
9449,5582
139448,3596
62482,2687
164084,11336
71668,4143
61239,5639
27963,2843
66704,6750
60530,14836
119522,6905
128864,7108
19436,17544
23127,7500
97771,12789
167414,1607
29458,11844
158503,17229
146488,13752
856,6008
164084,9809
158490,17354
12508,620
116391,17222
117799,9713
115988,4489
181989,1821
179567,3818
856,18210
150372,11073
121711,5192
27376,12376
116168,2336
42369,15730
17583,6105
28058,2655
79963,17370
17315,12697
21004,4384
173920,11293
102070,8626
16896,15742
130461,7783
147815,4261
1083,7563
19589,8440
57822,7417
181989,7976
139582,16737
160027,13935
16057,4140
27376,7214
124784,12121
164084,6403
79963,14172
17315,10399
10490,1177
36777,2484
173996,10364
144522,7383
94897,1524
6952,7921
37411,11063
56121,10459
179940,12230
1083,1483
61583,3263
17583,6001
56963,11305
77993,11964
152780,7500
164084,9390
174805,13708
111016,14242
140540,17787
64576,12047
4387,5727
97771,18305
126095,16647
68527,3195
116391,9371
111016,4453
128041,17306
179600,16728
73011,7343
85089,11692
118044,6033
68527,16068
66800,7765
7108,4180
141042,13411
61583,7109
101402,3088
29458,13070
74153,14464
127422,14726
123369,15521
176054,12239
139448,9531
76594,11295
177065,4174
29458,6655
173920,8623
116287,6195
92860,17740
128164,9658
139785,4015
65424,15832
103112,282
88743,7304
56121,13898
9995,9619
147893,13039
159403,179
181989,6972
168763,13695
27963,97
76594,8567
20033,2685
150372,18282
133163,5772
180920,12741
176563,17906
51159,14371
32896,74
74355,14795
620,5211
176054,14869
91173,7977
57893,13416
147815,14987
139448,4081
27376,12469
74779,3557
51159,2595
132740,13944
16057,479
116391,11181
29458,6876
32896,4834
127865,10732
169581,10126
137311,13129
117026,7261
20033,12101
60530,2570
52228,4928
42369,9539
76594,9730
4606,4617
60530,12572
182827,3948
151268,13055
68195,1568
146163,2613
71668,4652
126649,6735
74779,4563
164084,11489
116168,12325
158490,11185
81597,1166
166151,584
108028,8890
9300,7046
79645,358
136269,4493
58447,14084
166151,12038
96032,3344
158503,8049
153625,14741
177065,7549
169581,7053
32723,14518
43621,4873
856,1180
145654,7773
52228,3275
165979,17054
118667,3792
179567,10959
121711,8078
17315,514
118203,12577
74153,7074
153625,1489
79645,1241
886,10143
115872,14647
29703,12806
56449,8223
116287,14702
142682,2794
137311,17127
125625,7248
150372,4479
127865,18005
105545,7864
176054,2829
16896,13269
20033,3682
152780,10596
169866,17223
620,4231
178121,5514
26808,17821
147969,5488
60295,10827
164036,7098
139785,4186
36777,17672
57893,9456
51110,13176
116391,15231
173752,16694
88743,15627
133163,3492
58259,18224
120851,12893
116287,14940
139785,2260
160027,18135
115988,17078
57893,7251
164353,7814
156643,16502
111931,16292
18087,7497
156643,3845
43143,10358
886,13884
164084,8924
54770,5029
141042,3229
146488,5700
104856,3546
164036,9672
38336,13346
18087,2259
144825,10100
164036,6286
62970,4083
36777,365
91059,11656
55003,5928
117392,10289
6606,8225
66704,17185
68195,14265
180767,4858
119536,2192
32896,15646
77238,15344
106501,14905
108028,4068
37411,14392
43621,15750
123369,11990
126649,17649
74153,17223
154485,2273
166151,2971
128041,15365
62970,8251
118667,11569
27376,14221
64576,16883
139448,12555
173747,5152
68195,14815
50492,6591
58259,10498
71668,12869
117026,10533
26085,6835
65424,18264
166151,12609
121597,16798
16057,13301
120404,11617
81597,4140
57822,3792
174610,3060
19436,4752
159403,15765
127422,3849
82408,2450
165979,5878
48235,7040
101402,4197
136269,3101
4606,2511
21912,14022
135479,12385
134046,2248
103112,8327
31718,86
133183,5746
74153,14170
121597,9492
118667,3181
17302,16908
37709,5656
43621,9673
154485,17360
60295,4822
135479,10957
125625,13569
134046,3945
15880,5753
151008,2667
21004,1555
60530,16434
60530,7990
78862,11942
111931,2529
92217,17167
164353,6569
125625,12432
57893,16040
51110,871
150372,17850
152780,13953
128864,12092
36777,5303
164084,8103
135534,2782
59499,13735
17583,17677
133183,16974
52695,8988
27376,13983
37411,12719
97096,4669
23127,7902
97771,11731
118044,3061
29458,696
121711,6571
65424,9360
169581,3454
54770,4019
104346,5894
6606,16175
177065,16025
17302,13234
135534,7248
75325,2890
173996,14101
54802,1188
96032,5084
11931,7661
37411,16616
164353,3912
64576,14004
38336,13603
37411,5630
37661,9876
119536,15527
80233,7186
77993,1974
6606,9536
53584,6094
38782,15668
115988,16954
169866,3637
29458,11351
79963,10944
141042,12431
71668,404
146163,1928
37661,17722
116287,5639
19589,13616
180920,1514
164036,1674
152780,6816
128164,15951
65424,7827
103240,6981
158490,1373
121711,12692
181989,7352
156643,17948
57822,15458
53896,16651
56121,4276
176251,16535
4417,14233
21004,584
51110,4318
9449,13010
179567,7436
79645,1077
37709,13804
79918,7328
57893,10115
20033,10895
6952,2760
74779,2367
134046,10262
146488,15218
37411,7997
57893,3330
27963,12292
74779,15607
128041,5755
137311,7643
121711,15185
10490,872
144825,3546
134579,15048
19436,527
29458,10500
127865,253
146058,7852
37411,2612
178121,15915
97771,11213
51110,6643
51159,15219
56963,2846
12508,11346
144522,785
119522,6029
121711,6847
179567,13080
97995,2379
56963,4664
54802,13152
169866,2239
179940,8955
27376,5010
117229,14605
121711,11127
174805,4847
54770,5138
32662,980
37661,3224
38336,10112
164353,17709
62482,2621
152780,9647
79963,9983
28058,17628
127685,12311
60530,16995
181989,852
886,10286
43621,12848
19589,10943
158503,14612
169581,13918
133163,16204
9995,13650
173920,10824
118044,3415
18087,5966
118044,8623
85089,17664
21004,6223
53511,15887
99161,2417
28229,5341
168763,6486
73011,3034
117229,17693
4417,10203
70330,3669
61180,3628
169581,4510
102070,14441
173747,2130
8970,18034
179940,6095
147815,7980
18087,12632
118044,14413
169866,10582
108028,14334
7108,2777
111931,5203
173920,740
50492,6567
66704,3531
61239,9699
179600,4292
88743,13202
856,17949
119536,6332
53511,16559
56416,14355
154485,6887
53584,2028
80045,4276
74779,6707
10490,4786
116287,2919
42865,15639
74779,6240
141042,14261
143122,11393
32896,17023
9449,1195
65585,5693
125625,17404
102228,14943
167414,11296
101402,6079
76594,9234
856,6319
17315,12680
64576,10097
97771,6517
77993,14100
142682,3725
68195,2874
6511,655
37709,18305
12061,14167
96032,8431
6511,6392
65424,12529
133183,10336
127685,9750
32723,11856
106681,11494
115988,2873
18087,10657
61180,13496
52695,10138
127685,14258
26085,5114
106681,2611
68527,16346
17315,2539
134046,9539
154485,10983
159403,2724
18087,5373
134579,12125
88743,12256
31718,14129
151008,14081
147969,10168
6606,8809
4417,7042
36777,3463
178121,7786
167015,7484
886,6724
9995,11987
48235,15697
9300,12171
74153,17309
10490,16393
9449,13576
73011,17254
37709,5961
164353,6474
37661,4860
6952,3817
179940,12086
181989,2116
79963,7121
169866,3818
43621,5142
9449,2133
158490,11038
8970,14729
32896,9631
182827,17167
68527,7063
4822,1815
151008,7504
94897,8102
24340,8890
61583,3507
4417,16812
173996,2167
116168,4784
178121,11107
71668,7541
75325,14285
80233,18161
74355,11248
120851,15772
38336,17440
58447,11898
18087,16944
620,11531
139785,10343
62482,72
176563,9118
6606,6526
12508,8224
82408,7380
133183,8492
154485,15256
53896,7049
25558,4187
78862,2626
37709,16746
96032,13653
168538,10944
9449,6291
169581,11790
61325,9254
75889,14464
23969,2213
165885,9308
180767,1929
47250,4890
17315,11448
37709,13536
24340,9412
37661,170
16896,1568
16896,9544
53511,11079
68527,3746
99161,784
101402,13264
62482,8736
159403,9487
26808,1609
52228,10687
43143,941
101402,17467
111931,4886
57815,12342
53584,14674
80045,13926
158490,18184
68195,10889
139785,10328
145654,12605
151268,10912
77238,730
17583,18066
133163,3426
75889,12388
78862,13851
20033,3534
37411,6175
6511,5881
178121,10748
158490,351
115988,5153
164353,17919
74779,14024
158490,18041
24340,9380
23969,16585
133163,8111
167015,1417
42865,14614
37709,13717
166151,17540
92217,9417
161127,3747
117026,6279
115988,2687
51110,12560
176563,14089
106501,4265
886,3646
116168,9577
63684,9122
26808,11466
166151,12149
17315,15096
9995,5664
164680,5740
135534,17937
53896,8664
1083,15804
29703,2691
56449,5586
19436,4472
121711,9439
97995,927
16896,9882
124784,6868
173752,8036
106501,15077
16057,12379
1083,14203
42865,10031
60295,12039
6511,13915
117799,11543
179600,16997
165885,1342
7845,14944
158503,14921
79963,994
65424,14850
69552,14524
17583,16437
176251,7259
105545,784
76594,1820
180920,2160
97995,785
104856,1419
27376,5826
9400,14406
52228,7559
140540,13830
69552,13747
32723,17329
90456,1479
37661,17425
174610,12918
147969,15728
23969,68
169866,13509
125625,4415
123369,13826
127865,5666
69552,7373
164680,1267
144522,1405
103240,6303
62482,13335
91173,376
38336,7950
104346,14676
179940,8913
168538,8334
182827,18182
24340,11868
9995,5046
164084,14627
32723,2090
61180,13070
136269,12112
176563,9174
151008,3239
9300,17270
130461,14044
63684,4334
79963,4301
38336,14134
120404,3843
152780,753
134046,8614
12061,10533
124784,5566
113974,17138
17583,4654
176563,14319
141303,4876
9400,5714
43143,18187
146575,13715
26085,16101
54770,9165
69552,8013
56121,9466
27376,7038
28058,7472
37661,5766
7108,5783
32896,4509
32890,13926
180767,17191
81597,9647
117026,6381
48235,2355
147815,9353
60840,14638
133183,14499
12508,10051
76594,10893
179567,16361
170564,4006
104346,3143
61583,15176
60295,17256
886,2934
167414,4207
19589,11717
106501,10410
126095,17820
9400,14469
126649,3160
126649,2585
6511,12092
116287,8627
139582,16493
61180,704
52228,2804
68195,980
44355,12767
80045,11765
9449,13343
164036,5362
128864,16100
12508,10475
1083,17845
165885,403
133163,1224
42369,2445
7108,9054
38336,2249
179567,4958
62482,4509
27963,14308
97995,833
15007,16870
156643,4750
77238,14192
70330,5260
169866,16921
167414,9312
169866,11297
28229,12331
136269,16716
134046,15941
59499,17024
143122,1060
128864,8807
133163,7417
135479,13668
53896,8656
56121,8259
126649,14761
127865,11442
27963,932
127685,15635
164680,17173
179940,13950
144522,7166
179567,8334
4822,1060
180767,1464
61583,3383
54802,10235
144522,10550
51110,12179
120404,9735
32662,17204
103240,3734
97995,11710
132740,11787
43621,10349
53511,13540
57822,3362
158503,2475
63684,5815
147893,13384
139582,17155
161127,173
176054,6363
164353,4538
70330,1256
62970,11884
28058,18090
143122,10940
176563,10764
116168,14690
92217,12025
160027,17502
118044,12701
134046,10625
